age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
18,Local-gov,58,9,Divorced,x,Unmarried,Asian-Pac-Islander,Male,19,38,7,0
80,Without-pay,87,64,Married-AF-spouse,z,Not-in-family,Asian-Pac-Islander,Male,38,31,2,1
99,Without-pay,28,32,Separated,s,Other-relative,Amer-Indian-Eskimo,Male,49,40,72,0
12,Private,72,14,Married-spouse-absent,u,Own-child,Other,Male,93,11,90,1
72,Private,52,84,Never-married,v,Wife,Black,Female,35,77,8,0
90,Federal-gov,81,15,Separated,h,Unmarried,Black,Male,24,71,42,0
60,Private,21,25,Married-AF-spouse,j,Own-child,White,Male,76,59,82,0
99,Without-pay,44,96,Married-AF-spouse,n,Own-child,Other,Male,96,6,9,1
9,?,83,9,Never-married,x,Husband,White,Male,64,97,44,0
31,?,60,50,Never-married,a,Own-child,Black,Male,55,54,83,1
49,Without-pay,20,50,Never-married,w,Unmarried,White,Male,1,8,14,0
63,Local-gov,25,66,Married-AF-spouse,a,Wife,Amer-Indian-Eskimo,Female,94,17,80,0
47,?,6,52,Married-spouse-absent,v,Unmarried,White,Female,46,56,35,1
0,Without-pay,61,11,Married-spouse-absent,l,Unmarried,Amer-Indian-Eskimo,Male,12,72,67,0
45,Self-emp-not-inc,2,93,Never-married,i,Unmarried,White,Female,100,88,2,0
54,Local-gov,90,39,Married-AF-spouse,c,Unmarried,Black,Male,19,67,0,0
84,Without-pay,5,10,Married-AF-spouse,z,Own-child,White,Female,18,88,24,0
92,Never-worked,8,10,Widowed,l,Unmarried,Other,Male,25,84,71,0
38,State-gov,22,84,Widowed,g,Not-in-family,Black,Male,95,77,4,1
36,Private,72,92,Divorced,s,Unmarried,Asian-Pac-Islander,Male,64,37,38,0
30,Self-emp-not-inc,1,27,Married-spouse-absent,s,Unmarried,White,Male,86,94,73,1
33,Local-gov,71,5,Married-AF-spouse,n,Other-relative,Black,Male,94,82,54,1
99,Self-emp-inc,63,90,Married-spouse-absent,b,Unmarried,Black,Female,38,33,40,1
26,Local-gov,73,95,Widowed,w,Not-in-family,Other,Male,51,47,65,1
46,?,9,94,Divorced,l,Other-relative,Asian-Pac-Islander,Female,31,21,10,1
18,Never-worked,43,18,Divorced,b,Own-child,Asian-Pac-Islander,Female,36,4,40,0
88,?,29,56,Divorced,b,Own-child,White,Female,22,59,8,1
88,State-gov,97,56,Widowed,e,Husband,Black,Male,28,13,54,1
78,?,78,80,Married-spouse-absent,x,Unmarried,Asian-Pac-Islander,Male,75,94,28,0
92,Without-pay,90,63,Married-spouse-absent,i,Other-relative,Asian-Pac-Islander,Female,70,8,7,1
41,Without-pay,85,17,Never-married,q,Wife,Other,Female,22,67,52,1
19,Local-gov,13,94,Married-AF-spouse,s,Other-relative,White,Male,30,43,53,1
2,Private,74,92,Never-married,n,Wife,Other,Male,86,36,24,1
42,State-gov,76,41,Separated,r,Unmarried,Amer-Indian-Eskimo,Female,82,82,22,1
49,Local-gov,38,54,Divorced,d,Other-relative,Amer-Indian-Eskimo,Female,59,33,82,0
29,Without-pay,64,9,Divorced,s,Husband,White,Male,5,49,48,0
65,Self-emp-inc,44,22,Never-married,x,Wife,Amer-Indian-Eskimo,Male,73,51,89,0
21,Self-emp-inc,11,81,Married-civ-spouse,k,Unmarried,Black,Female,92,72,91,0
81,Self-emp-inc,75,83,Divorced,w,Wife,White,Female,82,81,22,1
89,Never-worked,11,97,Divorced,y,Not-in-family,White,Female,27,14,51,0
78,Local-gov,100,88,Separated,u,Not-in-family,White,Male,96,48,0,1
86,Never-worked,27,7,Separated,f,Unmarried,Amer-Indian-Eskimo,Female,78,28,39,1
79,Federal-gov,0,10,Never-married,e,Husband,Other,Female,14,57,38,0
82,Federal-gov,62,18,Married-spouse-absent,w,Husband,White,Female,42,21,43,1
11,Local-gov,61,37,Married-civ-spouse,t,Not-in-family,Black,Female,60,66,12,0
54,State-gov,84,73,Married-spouse-absent,u,Wife,Other,Male,87,5,47,1
24,Local-gov,71,19,Separated,t,Unmarried,White,Female,27,33,36,0
69,Federal-gov,9,41,Married-civ-spouse,s,Own-child,White,Male,6,38,34,1
6,Local-gov,73,71,Separated,l,Other-relative,Asian-Pac-Islander,Female,22,65,72,1
61,Self-emp-not-inc,79,62,Widowed,k,Own-child,Amer-Indian-Eskimo,Male,58,51,31,1
41,State-gov,47,28,Never-married,j,Husband,White,Female,66,16,94,1
60,Local-gov,69,79,Divorced,e,Wife,Asian-Pac-Islander,Male,32,30,28,1
47,Private,13,61,Married-civ-spouse,d,Other-relative,Black,Female,1,98,7,0
12,Self-emp-inc,6,36,Married-AF-spouse,f,Own-child,Other,Female,50,99,34,0
12,Self-emp-inc,28,27,Widowed,h,Unmarried,Amer-Indian-Eskimo,Female,77,99,2,1
45,Local-gov,96,84,Never-married,u,Husband,Asian-Pac-Islander,Female,96,31,52,1
37,Never-worked,97,68,Separated,v,Wife,Other,Female,66,88,62,1
82,Self-emp-inc,79,79,Separated,c,Not-in-family,Amer-Indian-Eskimo,Male,76,11,90,1
73,State-gov,76,16,Separated,j,Wife,White,Male,92,41,8,0
72,?,99,41,Widowed,c,Other-relative,Asian-Pac-Islander,Male,44,40,29,1
53,Self-emp-inc,6,13,Married-civ-spouse,b,Own-child,Asian-Pac-Islander,Female,33,16,46,1
40,Local-gov,73,6,Divorced,u,Not-in-family,Black,Female,72,39,54,1
8,Federal-gov,3,68,Never-married,h,Not-in-family,Asian-Pac-Islander,Female,14,14,71,1
0,State-gov,24,23,Married-AF-spouse,j,Not-in-family,Amer-Indian-Eskimo,Male,27,26,74,0
32,Private,67,86,Married-spouse-absent,u,Husband,Amer-Indian-Eskimo,Female,17,45,11,0
12,Private,60,33,Never-married,q,Unmarried,Other,Male,96,13,77,1
20,Local-gov,3,49,Separated,f,Other-relative,Other,Female,23,24,97,0
15,Self-emp-inc,72,2,Married-spouse-absent,r,Wife,White,Male,51,4,78,0
23,Never-worked,67,93,Married-spouse-absent,y,Other-relative,Asian-Pac-Islander,Male,9,96,29,0
62,Without-pay,14,74,Separated,k,Wife,Amer-Indian-Eskimo,Female,3,32,64,1
54,Local-gov,16,14,Never-married,v,Other-relative,White,Female,32,26,33,0
81,Never-worked,19,44,Widowed,c,Other-relative,Black,Male,42,72,81,0
87,Self-emp-inc,75,51,Separated,o,Husband,Asian-Pac-Islander,Male,37,83,26,0
9,Never-worked,47,57,Married-AF-spouse,u,Wife,White,Female,100,67,57,0
98,Local-gov,39,63,Never-married,l,Husband,White,Female,94,41,28,1
96,Local-gov,5,52,Married-spouse-absent,y,Own-child,Asian-Pac-Islander,Male,20,55,82,0
70,Private,89,82,Divorced,g,Unmarried,White,Male,16,14,22,1
91,Without-pay,13,61,Separated,q,Own-child,Asian-Pac-Islander,Female,7,94,86,1
35,Self-emp-not-inc,37,7,Married-civ-spouse,l,Other-relative,Asian-Pac-Islander,Male,5,40,38,0
83,Without-pay,74,69,Divorced,p,Wife,Amer-Indian-Eskimo,Female,16,86,41,1
38,Self-emp-not-inc,73,5,Widowed,p,Not-in-family,Amer-Indian-Eskimo,Male,24,51,45,0
65,Self-emp-inc,27,26,Married-AF-spouse,g,Other-relative,White,Female,86,62,33,1
33,Never-worked,29,17,Separated,r,Unmarried,Black,Female,14,75,77,1
97,Federal-gov,72,82,Never-married,n,Husband,Asian-Pac-Islander,Male,58,49,67,1
33,Without-pay,65,89,Widowed,f,Own-child,White,Female,71,36,15,0
3,State-gov,56,52,Married-civ-spouse,a,Not-in-family,White,Female,94,99,35,0
86,Private,97,75,Married-AF-spouse,h,Husband,Other,Male,96,56,68,1
50,Self-emp-inc,43,63,Divorced,w,Not-in-family,Other,Female,95,5,13,0
33,Self-emp-not-inc,47,49,Married-civ-spouse,n,Wife,Other,Female,48,87,93,0
3,Private,12,85,Widowed,t,Not-in-family,White,Female,8,69,11,1
77,Never-worked,10,22,Divorced,k,Wife,Other,Male,35,1,82,0
34,Without-pay,74,9,Widowed,t,Own-child,Asian-Pac-Islander,Female,89,59,50,1
79,Never-worked,83,10,Widowed,o,Own-child,Asian-Pac-Islander,Male,10,100,29,1
43,Federal-gov,66,19,Never-married,j,Wife,Amer-Indian-Eskimo,Female,2,6,54,1
97,Self-emp-not-inc,59,14,Married-civ-spouse,i,Not-in-family,Asian-Pac-Islander,Female,31,26,19,1
30,Never-worked,74,45,Never-married,p,Not-in-family,Asian-Pac-Islander,Female,94,27,68,1
41,Private,73,67,Never-married,f,Wife,White,Male,88,66,85,1
28,Self-emp-not-inc,4,38,Widowed,o,Wife,White,Female,91,6,98,1
9,?,34,75,Never-married,x,Wife,White,Female,33,41,76,0
11,Federal-gov,69,67,Married-AF-spouse,r,Unmarried,Amer-Indian-Eskimo,Female,79,64,82,1
25,Self-emp-inc,22,17,Married-spouse-absent,x,Own-child,White,Male,39,19,57,0
57,Federal-gov,95,31,Widowed,u,Own-child,Black,Female,53,53,70,0
73,Private,7,59,Separated,y,Unmarried,Asian-Pac-Islander,Male,73,63,73,1
62,?,44,91,Widowed,g,Wife,Amer-Indian-Eskimo,Male,79,26,38,1
96,Self-emp-inc,63,100,Widowed,n,Unmarried,Asian-Pac-Islander,Male,87,95,8,1
21,Local-gov,3,10,Divorced,m,Unmarried,Other,Female,94,98,40,1
100,Local-gov,25,68,Married-spouse-absent,e,Own-child,Amer-Indian-Eskimo,Female,36,0,6,0
75,State-gov,23,41,Never-married,z,Husband,Amer-Indian-Eskimo,Male,25,54,6,0
35,Local-gov,37,90,Widowed,w,Other-relative,Other,Female,68,82,72,1
56,Without-pay,34,43,Divorced,v,Not-in-family,Amer-Indian-Eskimo,Male,55,52,60,0
44,Never-worked,41,12,Divorced,b,Own-child,White,Male,91,64,1,0
66,Never-worked,34,67,Separated,r,Not-in-family,Amer-Indian-Eskimo,Female,96,41,35,1
96,Self-emp-inc,52,95,Widowed,m,Husband,Other,Female,26,96,12,1
92,Local-gov,65,40,Separated,o,Own-child,Other,Female,57,57,7,1
100,Without-pay,34,4,Separated,a,Wife,White,Male,38,45,82,1
74,?,50,65,Married-spouse-absent,c,Unmarried,Other,Male,41,25,75,0
99,Local-gov,35,32,Married-civ-spouse,l,Other-relative,White,Female,49,74,60,0
29,Federal-gov,45,15,Widowed,k,Other-relative,Other,Male,48,33,25,1
61,State-gov,26,73,Married-civ-spouse,z,Own-child,Black,Male,89,53,4,0
41,Local-gov,95,0,Widowed,w,Own-child,Black,Male,71,81,36,1
87,Self-emp-inc,12,6,Married-AF-spouse,u,Husband,Asian-Pac-Islander,Male,91,95,17,1
37,Never-worked,39,12,Married-spouse-absent,s,Unmarried,Asian-Pac-Islander,Female,60,55,32,1
63,Private,96,88,Married-civ-spouse,d,Husband,Amer-Indian-Eskimo,Male,41,78,45,0
29,Local-gov,65,88,Married-spouse-absent,d,Wife,Black,Male,3,34,27,0
97,Without-pay,100,22,Married-AF-spouse,j,Other-relative,Asian-Pac-Islander,Male,17,31,77,0
35,Self-emp-not-inc,48,76,Widowed,o,Other-relative,White,Male,28,20,6,1
80,Self-emp-inc,42,19,Never-married,u,Not-in-family,White,Female,92,66,15,1
84,Never-worked,99,6,Married-AF-spouse,r,Own-child,Amer-Indian-Eskimo,Female,51,9,25,1
33,State-gov,88,80,Married-AF-spouse,n,Unmarried,Asian-Pac-Islander,Male,10,13,27,0
3,State-gov,10,72,Married-spouse-absent,u,Own-child,White,Female,14,42,71,0
95,State-gov,13,59,Married-AF-spouse,c,Husband,Black,Female,72,47,9,0
100,Never-worked,12,46,Married-AF-spouse,y,Not-in-family,White,Male,43,55,59,0
72,?,24,36,Separated,t,Wife,Asian-Pac-Islander,Female,68,7,85,1
88,Federal-gov,68,55,Married-spouse-absent,x,Unmarried,Amer-Indian-Eskimo,Female,3,10,74,0
62,Self-emp-inc,4,39,Married-AF-spouse,h,Own-child,White,Female,12,73,84,0
25,Never-worked,3,74,Married-AF-spouse,o,Own-child,Black,Male,69,39,19,0
89,Federal-gov,93,72,Married-AF-spouse,d,Other-relative,Amer-Indian-Eskimo,Female,26,66,25,1
37,Self-emp-not-inc,53,7,Never-married,z,Wife,Other,Male,18,41,41,1
74,State-gov,17,51,Married-spouse-absent,n,Unmarried,White,Female,86,12,23,1
96,Self-emp-not-inc,26,5,Married-civ-spouse,x,Husband,White,Male,17,85,22,1
67,Private,23,74,Married-spouse-absent,a,Not-in-family,Other,Female,26,97,26,0
63,State-gov,96,63,Married-civ-spouse,b,Other-relative,White,Female,35,65,18,0
85,Federal-gov,59,46,Married-spouse-absent,o,Husband,Asian-Pac-Islander,Female,17,63,93,1
77,Without-pay,26,45,Married-civ-spouse,v,Unmarried,Amer-Indian-Eskimo,Male,38,81,63,1
96,Private,87,21,Divorced,w,Husband,Black,Female,69,84,13,1
5,Private,43,74,Divorced,d,Not-in-family,Other,Female,81,95,17,0
21,Self-emp-not-inc,95,41,Married-spouse-absent,b,Own-child,Amer-Indian-Eskimo,Female,5,10,42,0
40,Private,13,71,Married-civ-spouse,o,Not-in-family,Asian-Pac-Islander,Male,56,12,51,0
13,Never-worked,68,60,Married-civ-spouse,p,Not-in-family,Other,Male,73,92,54,1
27,Self-emp-inc,6,68,Widowed,k,Unmarried,Asian-Pac-Islander,Female,91,47,82,1
34,Without-pay,37,26,Married-AF-spouse,x,Not-in-family,Black,Female,39,22,75,0
0,Private,3,3,Separated,z,Husband,Asian-Pac-Islander,Male,65,28,43,1
55,Federal-gov,97,27,Married-spouse-absent,n,Unmarried,Black,Male,34,58,5,0
44,Self-emp-not-inc,35,34,Married-AF-spouse,p,Not-in-family,Amer-Indian-Eskimo,Male,70,100,84,0
48,Private,11,33,Married-spouse-absent,t,Unmarried,Amer-Indian-Eskimo,Female,20,83,42,1
51,Self-emp-inc,1,39,Married-spouse-absent,y,Wife,Other,Female,70,99,69,1
59,Private,20,99,Widowed,f,Other-relative,Amer-Indian-Eskimo,Male,27,46,15,0
17,Federal-gov,71,98,Married-spouse-absent,k,Unmarried,Black,Male,35,89,99,1
96,Private,46,28,Married-spouse-absent,m,Other-relative,Other,Male,53,8,57,0
96,State-gov,23,33,Never-married,l,Own-child,Asian-Pac-Islander,Male,82,96,28,1
11,Never-worked,33,67,Separated,s,Unmarried,Amer-Indian-Eskimo,Male,91,72,79,1
42,Federal-gov,93,30,Married-AF-spouse,r,Other-relative,Amer-Indian-Eskimo,Male,66,92,3,0
70,?,4,3,Married-civ-spouse,b,Own-child,White,Male,4,4,19,1
82,State-gov,3,0,Separated,g,Own-child,Black,Female,43,56,46,0
33,Never-worked,41,77,Divorced,v,Other-relative,Asian-Pac-Islander,Male,57,96,86,0
51,Self-emp-inc,22,41,Widowed,q,Wife,Asian-Pac-Islander,Male,9,26,12,1
52,State-gov,16,40,Widowed,s,Wife,Other,Male,98,18,77,0
69,Private,78,73,Married-civ-spouse,x,Own-child,Other,Male,93,60,35,0
81,Self-emp-inc,18,63,Divorced,e,Own-child,White,Male,95,51,5,1
54,Without-pay,64,100,Separated,o,Not-in-family,Amer-Indian-Eskimo,Male,87,60,26,1
10,Local-gov,63,27,Married-civ-spouse,p,Not-in-family,Amer-Indian-Eskimo,Male,3,44,22,1
76,Never-worked,49,81,Widowed,f,Own-child,Black,Male,59,0,34,1
41,State-gov,12,93,Married-spouse-absent,n,Not-in-family,Black,Male,74,0,34,1
81,Local-gov,4,7,Married-spouse-absent,f,Own-child,White,Male,88,41,8,0
31,Private,97,34,Widowed,b,Husband,White,Female,38,61,12,0
3,?,72,24,Divorced,m,Husband,Black,Male,3,27,8,1
98,?,81,4,Married-spouse-absent,q,Wife,White,Male,55,32,80,1
42,Federal-gov,63,1,Never-married,d,Other-relative,White,Male,53,15,45,1
94,Local-gov,72,22,Separated,p,Wife,Black,Female,90,5,59,1
6,State-gov,24,88,Married-civ-spouse,u,Own-child,Other,Female,56,91,1,1
64,Self-emp-not-inc,89,22,Married-spouse-absent,u,Husband,Black,Female,19,56,86,0
4,Never-worked,93,55,Widowed,t,Husband,Amer-Indian-Eskimo,Male,100,88,31,1
4,Private,100,72,Never-married,r,Wife,Amer-Indian-Eskimo,Male,28,100,0,0
63,Private,93,18,Widowed,f,Husband,Other,Female,46,60,99,0
64,Private,65,46,Married-civ-spouse,s,Own-child,Black,Male,48,73,41,1
99,Self-emp-not-inc,30,45,Married-AF-spouse,r,Other-relative,Asian-Pac-Islander,Male,25,56,28,1
86,Private,18,68,Separated,r,Other-relative,White,Female,50,72,48,0
94,Never-worked,63,94,Separated,w,Unmarried,Asian-Pac-Islander,Female,72,92,93,0
29,Federal-gov,29,35,Widowed,q,Own-child,Black,Male,7,83,16,0
22,?,44,96,Widowed,a,Wife,Amer-Indian-Eskimo,Female,58,80,13,0
87,Self-emp-inc,67,66,Married-spouse-absent,x,Wife,Amer-Indian-Eskimo,Female,78,49,41,0
49,Self-emp-not-inc,4,68,Married-civ-spouse,v,Wife,White,Male,70,41,44,0
26,Private,95,15,Married-AF-spouse,n,Not-in-family,Black,Female,31,97,98,0
56,Self-emp-inc,78,49,Married-AF-spouse,e,Husband,Other,Male,79,66,15,0
11,Private,49,27,Widowed,m,Not-in-family,Asian-Pac-Islander,Male,21,23,90,1
2,Never-worked,22,20,Never-married,c,Unmarried,Asian-Pac-Islander,Male,10,65,22,0
85,Without-pay,79,52,Widowed,e,Husband,Asian-Pac-Islander,Female,36,99,57,1
12,Local-gov,36,40,Never-married,v,Own-child,Black,Male,55,70,98,0
80,?,14,99,Married-civ-spouse,x,Own-child,Amer-Indian-Eskimo,Female,83,22,72,1
2,Private,88,100,Divorced,z,Other-relative,Asian-Pac-Islander,Male,75,66,24,0
91,Federal-gov,59,16,Divorced,p,Not-in-family,Black,Female,55,86,81,1
76,Federal-gov,27,11,Married-AF-spouse,f,Wife,White,Male,12,54,58,1
35,Local-gov,56,87,Separated,c,Other-relative,Asian-Pac-Islander,Male,13,100,0,0
0,Without-pay,63,60,Married-AF-spouse,g,Other-relative,Asian-Pac-Islander,Female,73,76,10,0
61,Federal-gov,73,64,Married-spouse-absent,e,Husband,Black,Female,1,31,33,0
77,?,67,21,Separated,s,Other-relative,Other,Male,59,20,28,1
18,?,79,77,Married-spouse-absent,f,Own-child,White,Male,98,96,59,1
35,?,36,22,Separated,i,Other-relative,Asian-Pac-Islander,Female,11,52,46,0
10,State-gov,13,86,Married-civ-spouse,e,Unmarried,Amer-Indian-Eskimo,Male,49,100,4,0
19,Never-worked,58,83,Married-civ-spouse,j,Own-child,Other,Male,42,16,98,1
27,Self-emp-inc,20,16,Widowed,v,Not-in-family,Asian-Pac-Islander,Female,35,64,73,0
9,Without-pay,37,89,Never-married,f,Not-in-family,Black,Female,91,92,47,1
38,?,25,75,Married-spouse-absent,t,Unmarried,Asian-Pac-Islander,Female,25,54,70,1
12,?,38,92,Married-AF-spouse,r,Not-in-family,Other,Female,65,86,4,1
69,State-gov,97,81,Never-married,f,Other-relative,Amer-Indian-Eskimo,Male,53,33,41,0
86,?,57,89,Never-married,h,Other-relative,Other,Female,27,0,67,0
62,Never-worked,55,2,Never-married,t,Husband,White,Male,95,25,81,0
12,Self-emp-not-inc,33,9,Divorced,o,Not-in-family,Other,Female,48,16,56,1
66,Local-gov,0,67,Divorced,m,Husband,Other,Female,0,98,81,1
59,Private,64,78,Separated,r,Unmarried,Amer-Indian-Eskimo,Female,54,3,25,1
0,Self-emp-inc,55,30,Divorced,e,Not-in-family,Amer-Indian-Eskimo,Male,81,94,76,0
24,Private,26,40,Divorced,m,Not-in-family,Black,Male,9,12,2,0
93,Self-emp-inc,88,14,Separated,n,Husband,Asian-Pac-Islander,Female,62,51,32,1
92,Never-worked,83,81,Never-married,x,Unmarried,Black,Male,72,5,79,1
96,Never-worked,50,21,Married-AF-spouse,s,Husband,Other,Female,36,81,25,1
4,Federal-gov,30,49,Married-AF-spouse,x,Own-child,Asian-Pac-Islander,Male,76,1,49,1
72,?,4,3,Married-spouse-absent,x,Unmarried,Asian-Pac-Islander,Female,86,49,94,1
18,Without-pay,50,57,Married-spouse-absent,y,Other-relative,Other,Male,17,37,68,0
45,Self-emp-inc,49,63,Never-married,v,Not-in-family,Other,Female,18,61,53,0
92,Federal-gov,41,36,Widowed,w,Wife,Amer-Indian-Eskimo,Female,31,30,54,1
71,Never-worked,25,62,Separated,e,Other-relative,White,Male,45,70,54,1
72,Local-gov,31,41,Never-married,b,Unmarried,Amer-Indian-Eskimo,Male,53,4,50,0
16,Federal-gov,27,62,Widowed,k,Other-relative,Other,Male,69,34,22,0
86,Self-emp-inc,18,19,Separated,s,Husband,White,Female,36,38,24,0
79,Self-emp-not-inc,96,43,Married-AF-spouse,z,Not-in-family,White,Female,0,27,96,0
20,Never-worked,51,38,Separated,o,Own-child,Other,Male,83,29,39,0
48,Federal-gov,51,91,Married-AF-spouse,q,Own-child,White,Female,58,9,20,0
85,Without-pay,63,76,Married-spouse-absent,y,Unmarried,Asian-Pac-Islander,Male,99,62,97,1
87,Self-emp-not-inc,61,80,Married-civ-spouse,d,Not-in-family,Amer-Indian-Eskimo,Male,31,66,30,0
97,Private,27,43,Divorced,s,Wife,Asian-Pac-Islander,Female,54,81,94,1
66,Self-emp-inc,76,70,Never-married,o,Wife,White,Male,80,21,10,0
48,?,21,63,Never-married,x,Unmarried,Black,Female,22,89,99,0
90,Self-emp-inc,37,11,Divorced,u,Own-child,Amer-Indian-Eskimo,Male,46,80,27,0
11,Private,10,35,Married-AF-spouse,z,Not-in-family,Black,Female,30,0,84,0
24,State-gov,27,77,Never-married,k,Other-relative,Other,Male,5,24,71,0
15,State-gov,22,67,Never-married,v,Unmarried,Black,Female,62,34,53,1
25,?,94,72,Married-AF-spouse,v,Wife,Black,Male,85,71,31,0
5,Local-gov,29,63,Married-spouse-absent,o,Husband,Asian-Pac-Islander,Female,6,29,52,1
22,Never-worked,88,33,Widowed,t,Other-relative,Black,Female,14,46,3,1
54,Self-emp-inc,68,4,Separated,g,Not-in-family,Other,Female,84,57,25,1
51,?,23,73,Separated,w,Unmarried,White,Male,85,92,57,1
34,Self-emp-inc,31,52,Divorced,j,Other-relative,Amer-Indian-Eskimo,Male,53,99,16,0
29,Federal-gov,1,18,Never-married,i,Husband,Asian-Pac-Islander,Female,16,29,62,1
12,Self-emp-inc,81,75,Married-AF-spouse,x,Other-relative,Asian-Pac-Islander,Male,7,14,71,1
44,?,33,41,Married-spouse-absent,r,Other-relative,Asian-Pac-Islander,Male,52,10,40,0
58,?,9,30,Separated,c,Not-in-family,Amer-Indian-Eskimo,Female,63,53,50,1
20,Private,58,94,Never-married,h,Not-in-family,Asian-Pac-Islander,Male,94,74,31,0
63,Self-emp-inc,74,27,Divorced,f,Other-relative,Asian-Pac-Islander,Male,88,92,42,1
46,Private,64,18,Divorced,o,Not-in-family,Black,Female,0,46,6,1
97,Without-pay,90,66,Never-married,n,Wife,White,Male,79,61,20,1
75,Federal-gov,73,49,Married-civ-spouse,x,Own-child,Black,Male,85,33,100,0
46,Private,40,35,Widowed,g,Husband,White,Male,50,89,58,0
94,State-gov,98,63,Married-civ-spouse,j,Own-child,Asian-Pac-Islander,Male,69,41,67,1
11,Self-emp-not-inc,87,47,Married-AF-spouse,z,Husband,Amer-Indian-Eskimo,Female,66,100,98,0
70,State-gov,82,0,Divorced,q,Husband,Black,Female,46,96,72,0
95,Local-gov,19,41,Widowed,o,Not-in-family,Amer-Indian-Eskimo,Female,44,10,25,1
34,Self-emp-inc,81,93,Married-spouse-absent,l,Own-child,White,Male,78,60,61,1
41,Local-gov,25,43,Widowed,n,Wife,White,Female,98,78,40,1
21,Never-worked,34,24,Widowed,q,Other-relative,Black,Male,14,6,86,1
74,Self-emp-not-inc,43,87,Married-spouse-absent,h,Husband,Asian-Pac-Islander,Female,88,21,71,1
91,Local-gov,60,52,Widowed,p,Husband,Other,Male,14,4,54,0
81,?,42,75,Married-civ-spouse,z,Own-child,White,Female,0,7,20,0
57,Without-pay,43,21,Married-civ-spouse,w,Unmarried,White,Female,75,49,20,0
6,Local-gov,4,19,Married-spouse-absent,y,Other-relative,Asian-Pac-Islander,Male,46,30,84,1
11,Private,12,16,Widowed,u,Not-in-family,Black,Male,79,54,40,0
61,?,23,28,Widowed,v,Not-in-family,Amer-Indian-Eskimo,Female,46,5,54,1
93,Without-pay,79,19,Married-civ-spouse,u,Other-relative,White,Female,9,62,57,0
77,Local-gov,13,93,Married-spouse-absent,s,Own-child,Amer-Indian-Eskimo,Female,6,87,22,1
19,Self-emp-not-inc,91,4,Never-married,k,Husband,Asian-Pac-Islander,Male,43,57,49,0
7,State-gov,92,76,Never-married,v,Other-relative,Amer-Indian-Eskimo,Female,17,5,89,0
57,Private,30,1,Married-AF-spouse,z,Husband,White,Male,14,30,28,1
16,Federal-gov,53,49,Married-civ-spouse,f,Not-in-family,Other,Male,83,86,61,1
70,Local-gov,87,2,Married-AF-spouse,e,Unmarried,White,Female,70,83,0,0
40,Private,14,42,Married-civ-spouse,z,Unmarried,Asian-Pac-Islander,Female,21,1,29,1
79,State-gov,87,23,Widowed,w,Not-in-family,White,Female,85,68,70,1
62,Private,31,41,Married-civ-spouse,c,Other-relative,White,Female,52,9,34,0
66,State-gov,57,87,Separated,d,Not-in-family,Black,Male,32,94,8,1
10,Self-emp-not-inc,30,90,Married-civ-spouse,w,Husband,Amer-Indian-Eskimo,Male,49,32,35,1
41,Local-gov,21,76,Never-married,y,Husband,Black,Male,2,24,51,0
42,Self-emp-not-inc,2,0,Never-married,a,Not-in-family,Other,Male,92,76,41,1
40,Private,51,54,Married-spouse-absent,x,Husband,Black,Male,10,84,62,0
29,Never-worked,9,45,Divorced,m,Not-in-family,Asian-Pac-Islander,Male,23,28,76,1
74,State-gov,18,3,Married-spouse-absent,v,Not-in-family,Asian-Pac-Islander,Male,40,42,39,0
74,Never-worked,42,21,Widowed,e,Other-relative,Amer-Indian-Eskimo,Male,89,40,23,1
